year mon day hour min sec camp flt prof lat lon alt pressure theta co2 co2qcls co2oms co2ao2 ch4pfp ch4qcls sf6pfp strat h2oref n2oref o3ref co2mspo co2mqcls co2moms co2mao2 ch4mqcls
2009 11 10 0 16 20.5 2 5 72 -36.48045 -176.1405 5550.463 499.4328 308.1925 386.03 386.1463 385.7144 NA 1757.86 1760.424 6.7 0 213.7436 321.6111 48.9375 0.807 -0.116 0.316 NA -2.564
2009 11 10 0 24 38.5 2 5 72 -36.91308 -176.7321 1723.05 818.0258 288.7743 385.15 NA 384.7212 385.1621 1753.99 NA 6.7 0 3288.508 321.3311 31.5 -0.074 NA 0.429 -0.012 NA
2009 11 10 0 36 24 2 5 73 -37.46323 -177.4998 3669.946 640.5784 301.1777 385.46 NA 385.4288 385.3407 1758.47 NA 6.72 0 297.503 321.2811 39.64706 0.234 NA 0.031 0.119 NA
2009 11 10 0 49 18.5 2 5 73 -38.16583 -178.508 8519.968 329.1232 318.446 386.29 386.855 386.3028 386.2727 1762.48 1764.831 6.74 0 56.64745 321.5211 58.22222 1.062 -0.565 -0.013 0.017 -2.351
2009 11 10 1 47 32.5 2 5 74 -42.34414 175.0301 13130.07 162.3666 371.83 385.52 386.2794 385.1739 385.0578 1701.16 1689.848 6.53 1 10.66397 303.6211 353.4444 0.298 -0.759 0.346 0.462 11.312
2009 11 10 2 2 29.5 2 5 74 -43.34486 173.2484 6297.19 451.6776 311.8431 386.5 386.7594 NA 386.7353 1760.37 1758.648 6.69 0 1111.267 321.5411 55.4375 1.28 -0.259 NA -0.235 1.722
2009 11 10 2 23 22 2 5 74 -44.36596 171.098 2915.208 703.8806 299.5189 386.31 NA 386.23 386.2966 1757.84 NA 6.71 0 6355.68 321.3711 41.88235 1.09 NA 0.08 0.013 NA
2009 11 11 21 56 31 2 6 76 -47.92411 175.4336 9165.386 286.6538 312.2328 385.89 385.6973 385.6433 385.7679 1754.17 1759.35 6.69 0 86.22667 321.006 40.2 0.668 0.193 0.247 0.122 -5.18
2009 11 11 22 12 11 2 6 76 -49.09225 176.4978 2083.758 769.015 285.2429 385.16 385.1253 384.8713 385.3477 1755.9 1759.799 6.67 0 4034.238 321.626 25.06667 -0.064 0.035 0.289 -0.188 -3.899
2009 11 11 22 18 17 2 6 77 -49.46902 176.8538 311.2756 960.543 279.1812 385.09 385.35 385.05 385.2424 1758.01 1763.491 6.74 0 10760 321.956 22.86667 -0.136 -0.26 0.04 -0.152 -5.481
2009 11 11 22 37 58 2 6 78 -50.86495 178.2343 8130.385 329.9327 308.4056 386.02 NA 385.8553 385.6173 1756.08 NA 6.75 0 136.5333 321.436 47.06667 0.787 NA 0.165 0.403 NA
2009 11 11 22 53 1 2 6 78 -52.02695 179.4629 3259.922 652.8225 291.5603 385.22 NA 384.9273 385.5041 1754.48 NA 6.7 0 1390.364 321.466 28.2 -0.018 NA 0.293 -0.284 NA
2009 11 11 23 0 31 2 6 79 -52.48124 179.9645 309.9029 953.8158 276.9321 385.25 385.3013 NA 385.7693 1755.72 1761.951 6.69 0 7048.667 321.556 22.86667 0.01 -0.051 NA -0.519 -6.231
2009 11 11 23 21 10 2 6 80 -53.9136 -178.3655 8034.816 329.9008 306.3636 385.81 NA 385.72 NA 1758.32 NA 6.74 0 94.18667 321.736 40.93333 0.581 NA 0.09 NA NA
2009 11 11 23 30 53.5 2 6 80 -54.69749 -177.3894 5322.906 489.6166 298.6383 385.48 385.35 NA 386.0146 1760.71 1764.911 6.65 0 227.5 321.176 38.85714 0.255 0.13 NA -0.535 -4.201
2009 11 11 23 39 36 2 6 80 -55.3635 -176.9285 1434.941 822.529 276.8696 385.57 385.0533 385.0367 385.0533 1754.63 1762.129 6.65 0 3391.529 321.536 25.06667 0.35 0.517 0.533 0.517 -7.499
2009 11 12 0 3 52 2 6 82 -57.41099 -176.5001 7966.376 329.972 303.3137 385.74 385.6887 385.6487 385.2037 1757.43 1761.727 6.71 0 73.37561 321.666 41.86667 0.53 0.051 0.091 0.536 -4.297
2009 11 12 0 16 52 2 6 82 -58.66403 -176.2129 3253.684 645.1528 290.9702 385.34 384.9887 384.9933 NA 1755.73 1759.621 6.64 0 923.4 321.416 31.33333 0.13 0.351 0.347 NA -3.891
2009 11 12 0 24 32 2 6 83 -59.25357 -176.0706 307.2919 949.1808 272.7847 385.14 NA 385.144 385.6113 1756.81 NA 6.63 0 3251.83 321.596 21.8 -0.07 NA -0.004 -0.471 NA
2009 11 12 0 55 47 2 6 84 -62.20828 -175.4089 5412.428 476.3733 295.635 385.23 385.0587 385.1027 385.2224 1755.48 1760.244 6.67 0 594.2 321.636 30.2 0.02 0.171 0.127 0.008 -4.764
2009 11 12 1 3 50 2 6 84 -62.86695 -175.2542 1866.489 771.9789 277.2279 385.18 385.0967 384.71 384.9605 1756.13 1759.673 6.69 0 899.9333 321.746 26 -0.03 0.083 0.47 0.219 -3.543
2009 11 12 1 9 35 2 6 85 -63.26908 -175.1562 314.3232 945.9618 268.4507 385.22 385.3093 385.37 385.1572 1754.9 1758.78 6.68 0 6342 321.726 19.53333 0.01 -0.089 -0.15 0.063 -3.88
2009 11 12 1 15 31 2 6 85 -63.68841 -175.0508 2323.832 724.9782 278.6761 385.23 385.5973 385.1773 385.0123 1757.09 1760.759 6.62 0 457.2549 321.476 25.66667 0.02 -0.367 0.053 0.218 -3.669
2009 11 12 1 28 54 2 6 86 -64.86338 -174.7388 6042.894 430.2077 295.4645 385.19 385.0473 NA 384.5795 1756.2 1760.255 6.7 0 169 321.526 27.26667 -0.02 0.143 NA 0.61 -4.055
2009 11 12 1 39 6.5 2 6 86 -65.68925 -174.2234 1400.809 816.5394 273.5406 385.26 384.9471 385.0086 384.9864 1757.13 1757.804 6.63 0 2163.571 321.556 17.28571 0.05 0.313 0.251 0.274 -0.674
2009 11 12 1 44 3 2 6 86 -66.02434 -173.9922 148.7155 961.6443 267.4859 385.3 385.156 385.0973 385.1181 1757.1 1761.526 6.64 0 3153.792 321.276 16.4 0.09 0.144 0.203 0.182 -4.426
2009 11 12 1 53 36 2 6 87 -65.56085 -174.904 3121.824 648.4691 283.074 385.03 NA 384.9967 385.0809 1752.64 NA 6.69 0 873.7774 321.346 20.2 -0.18 NA 0.033 -0.051 NA
2009 11 12 2 5 26 2 6 87 -64.58862 -176.3516 8285.334 306.471 305.4747 385.7 385.738 385.6553 NA 1756.45 1766.675 6.65 0 15.77333 319.806 77.33333 0.487 -0.038 0.045 NA -10.225
2009 11 12 2 15 43 2 6 87 -63.41846 -177.2931 12129.4 169.0035 376.997 381.73 381.4559 381.5482 NA 1479.97 1470.212 5.93 1 6.601176 253.996 232.4118 -3.488 0.274 0.182 NA 9.758
2009 11 12 3 46 59 2 6 0 -52.45009 175.1963 12771.54 161.8393 388.0958 386.22 386.0571 386.0548 386.15 1748.6 1751.85 6.65 1 7.737619 313.326 324.9524 0.988 0.163 0.165 0.07 -3.25
2009 11 12 4 38 39 2 6 88 -45.8534 172.4508 9334.188 284.6341 314.4226 386.1 385.682 385.8327 386.4795 1756.9 1763.647 6.66 0 108.7333 321.176 45.13333 0.889 0.418 0.267 -0.38 -6.747
2009 11 14 21 45 57.5 2 7 90 -42.20293 168.7455 12120.49 187.8039 353.2768 386.47 385.4388 385.0919 NA 1714.97 1719.223 6.55 1 7.378125 306.8785 282.375 1.302 1.031 1.378 NA -4.253
2009 11 14 22 3 35 2 7 90 -41.41896 166.6971 6025.71 467.5696 311.6597 386.74 386.1427 385.6913 386.4566 1756.17 1759.065 6.7 0 1276.667 321.2885 42.33333 1.571 0.597 1.049 0.283 -2.895
2009 11 14 22 13 55 2 7 90 -41.05499 165.7929 1236.942 863.994 285.8189 385.59 385.1487 384.5673 385.1047 1754.46 1753.872 6.64 0 7612.667 321.3785 27.06667 0.422 0.441 1.023 0.485 0.588
2009 11 14 22 36 26.5 2 7 92 -40.23481 163.8509 8585.402 329.9923 321.7806 387.18 NA 386.3729 NA 1762.95 NA 6.7 0 153.0714 321.6385 56.71429 2.016 NA 0.807 NA NA
2009 11 14 22 51 37.5 2 7 92 -39.6045 162.4381 3600.16 648.4112 307.693 386.51 NA 385.6221 386.1211 1752.38 NA 6.7 0 2965.714 321.4885 38.21429 1.349 NA 0.888 0.389 NA
2009 11 14 23 0 29.5 2 7 93 -39.27464 161.7238 307.5582 972.7362 285.9409 385.55 385.0769 NA 385.2291 1755.06 1758.654 6.72 0 10350 321.7985 26.92857 0.39 0.473 NA 0.321 -3.594
2009 11 15 0 23 14.5 2 7 94 -34.46477 152.2427 6504.073 455.3252 321.4634 387.89 NA 386.9219 387.8197 1773.55 NA 6.75 0 502 322.0485 72 2.708 NA 0.968 0.07 NA
2009 11 15 0 32 50 2 7 94 -34.33406 151.2765 1926.635 808.4046 305.1004 384.5 384.5147 384.0713 384.0875 1769.48 1772.365 6.71 0 10760 321.9685 46.73333 -0.679 -0.015 0.429 0.413 -2.885
2009 11 15 0 44 0 2 7 95 -34.56407 150.8376 840.5813 918.0436 296.8243 386.51 386.4929 386.2987 386.5109 1768.31 1770.311 6.72 0 13233.33 321.8785 42.4 1.335 0.017 0.211 -0.001 -2.001
2009 11 15 0 49 30 2 7 95 -34.21673 151.0966 3500.216 668.8905 309.1685 388.26 387.5314 387.5167 387.3643 1756.46 1756.044 6.72 0 10753.33 321.5785 43.86667 3.087 0.729 0.743 0.896 0.416
2009 11 15 1 3 50 2 7 95 -32.59022 151.8721 10247.71 269.8536 332.7843 388.11 387.7493 387.7553 387.2112 1770.94 1776.175 6.77 0 168.7333 321.8985 80.46667 2.939 0.361 0.355 0.899 -5.235
2009 11 15 1 24 15.5 2 7 0 -29.90991 152.8797 12560.11 187.6509 341.7057 387.71 NA 387.2481 NA 1771.22 NA 6.69 0 27.25 320.8685 114.625 2.532 NA 0.462 NA NA
2009 11 15 1 57 12 2 7 96 -25.75484 154.0181 6733.082 441.1084 321.9818 387.4 386.9147 387.1713 387.3171 1763.46 1763.682 6.66 0 948.5333 321.7285 58.13333 2.211 0.485 0.229 0.083 -0.222
2009 11 15 2 8 11 2 7 96 -24.81232 154.2454 1499.065 851.0904 298.5955 386.3 386.09 385.9473 386.3643 1751.21 NA 6.73 0 15466.67 321.8785 27.53333 1.109 0.21 0.353 -0.064 NA
2009 11 15 2 12 31 2 7 97 -24.52554 154.3473 311.2127 978.2724 295.5953 385.87 386.0457 385.2953 NA 1748.44 1754.508 6.65 0 25440 321.9285 20.86667 0.678 -0.176 0.575 NA -6.068
2009 11 15 2 40 18 2 7 98 -22.08118 155.3409 6760.333 440.9164 325.81 387.19 386.49 NA 386.8763 1756.63 1758.836 6.67 0 65.1 319.7685 103.9333 1.993 0.7 NA 0.314 -2.206
2009 11 15 2 50 25 2 7 98 -21.27367 155.6606 1902.371 810.4567 301.4375 385.92 385.8417 NA 385.7506 1753.53 1753.605 6.73 0 14933.33 322.0885 28.2 0.722 0.078 NA 0.169 -0.075
2009 11 15 3 14 57 2 7 100 -19.19009 156.4712 8927.375 329.8092 334.2346 387.3 386.9533 387.0453 387.1338 1774.65 1777.995 6.77 0 526 322.4685 57.93333 2.102 0.347 0.255 0.166 -3.345
2009 11 15 3 31 9 2 7 100 -17.73416 157.0268 2888.024 720.0196 309.1165 386.48 386.1687 385.7543 386.0012 1753.11 1753.185 6.7 0 13246.67 321.7185 32.4 1.285 0.311 0.726 0.479 -0.075
2009 11 15 3 37 49 2 7 100 -17.22773 157.066 307.6211 974.3214 297.6147 385.44 NA 385.1647 385.3723 1748.98 NA 6.69 0 30293.33 321.3885 14.8 0.246 NA 0.275 0.068 NA
2009 11 15 3 43 52 2 7 101 -16.8254 157.21 2230.811 778.2242 305.889 385.98 386.16 385.9513 386.1145 1753.77 1752.1 6.73 0 18713.52 321.5985 22.46667 0.787 -0.18 0.029 -0.135 1.67
2009 11 15 4 45 10.5 2 7 102 -10.24906 159.7381 8958.929 332.9519 341.6564 386.42 386.1344 386.1712 386.6444 1776.48 1784.723 6.81 0 1511.875 322.1385 37.5625 1.245 0.286 0.249 -0.224 -8.243
2009 11 16 23 16 32 2 8 103 -8.51508 161.2352 7848.764 387.764 336.6455 386.28 386.2653 NA 386.8616 1767.87 1768.934 6.83 0 2930.915 322.4734 25.33333 1.116 0.015 NA -0.582 -1.064
2009 11 17 0 20 26.5 2 8 0 -3.473874 167.5125 13256.08 178.6705 354.4876 386.62 386.2625 NA 386.714 1771.15 1773.937 6.82 0 24.60579 322.3934 24.5625 1.47 0.358 NA -0.094 -2.787
2009 11 17 1 14 18.5 2 8 0 0.7546696 172.7945 13260.67 178.7043 354.1003 386.67 386.2044 NA 386.7001 1774.05 1777.2 6.82 0 52.3942 322.6734 35.375 1.52 0.466 NA -0.03 -3.15
2009 11 17 1 59 26 2 8 104 4.450621 177.3725 9047.619 329.014 343.1155 386.35 386.0827 NA 386.2712 1766.31 1774.091 6.81 0 2368.936 322.5834 26.93333 1.2 0.267 NA 0.079 -7.781
2009 11 17 2 12 59.5 2 8 104 5.27139 178.3963 3236.397 689.7166 315.4474 386.28 386.1186 NA NA 1778.7 1777.989 6.83 0 12244.47 322.6634 13.78571 1.128 0.161 NA NA 0.711
2009 11 17 2 20 16 2 8 105 5.586544 178.8228 310.4382 969.4094 301.7601 386.15 386.03 NA 386.2165 1762.03 1764.541 6.84 0 31014.63 322.5534 11.73333 0.997 0.12 NA -0.067 -2.511
2009 11 17 2 41 15.5 2 8 105 6.742404 -179.7558 9055.13 329.077 343.1404 386.39 385.9261 NA 385.1167 1765.51 1765.973 6.81 0 415.7667 322.4334 27.83333 1.233 0.464 NA 1.273 -0.463
2009 11 17 2 56 49 2 8 106 7.696545 -178.545 3555.841 663.9428 316.8823 386.41 385.8507 NA 386.2563 1773.95 1782.227 6.83 0 9333.369 322.3534 19.8 1.251 0.559 NA 0.154 -8.277
2009 11 17 3 4 45 2 8 106 8.052378 -178.0904 311.3172 970.0515 301.2817 385.94 385.7344 NA NA 1775.51 1782.782 6.86 0 30564.05 322.4534 8.947368 0.779 0.206 NA NA -7.272
2009 11 17 3 25 9.5 2 8 107 9.152111 -176.6792 9060.923 329.1045 342.2083 386.11 385.66 NA 386.1631 1789.36 NA 6.94 0 539.5981 322.6934 21.31818 0.946 0.45 NA -0.053 NA
2009 11 17 3 40 18 2 8 108 10.07691 -175.4849 3457.187 672.3193 315.4045 386.3 385.7842 NA 386.1862 1772.87 1780.509 6.87 0 10368.32 322.2334 17.63158 1.133 0.516 NA 0.114 -7.639
2009 11 17 3 47 57 2 8 108 10.41331 -175.0479 305.8171 971.7271 301.2172 386.22 386.0167 NA 385.7058 1806.26 1809.822 7.03 0 30457.57 322.5034 14.36842 1.052 0.203 NA 0.514 -3.562
2009 11 17 4 4 46.5 2 8 109 11.27047 -173.9182 8084.328 375.2705 340.4616 384.8 385.91 NA 385.1569 1762.73 1810.614 6.73 0 634.4891 316.3134 36.42857 -0.369 -1.11 NA -0.357 -47.884
2009 11 17 4 26 31 2 8 110 12.5782 -172.1719 2193.121 782.6018 309.9823 385.06 385.8358 NA 385.8194 1759.16 1785.921 6.71 0 11290.68 317.6934 18.09677 -0.106 -0.776 NA -0.759 -26.761
2009 11 17 4 32 10.5 2 8 111 12.80976 -171.8592 309.4337 973.2674 300.3525 386.09 386.5829 NA 386.7017 1808.53 1834.675 6.9 0 28901.7 318.7134 21.5 0.925 -0.493 NA -0.612 -26.145
2009 11 17 4 53 1 2 8 112 13.92914 -170.3334 9056.354 329.0955 343.2153 385.88 NA NA 385.9513 1770.42 NA 6.85 0 453.5875 319.6134 21.0303 0.719 NA NA -0.071 NA
2009 11 17 5 7 39.5 2 8 112 14.77198 -169.164 3270.86 689.5196 313.9602 385.54 NA NA 386.3321 1794.48 NA 6.8 0 9090.634 319.9934 27.14286 0.379 NA NA -0.792 NA
2009 11 17 5 14 54.5 2 8 113 15.07515 -168.743 310.6865 975.3626 299.6754 387.54 387.199 NA 387.4885 1837.49 1847.753 7.06 0 28248.58 321.6134 27.5 2.378 0.341 NA 0.052 -10.263
2009 11 17 5 43 56 2 8 114 16.66718 -166.4803 6658.375 451.8724 328.7667 385.76 385.5808 NA 385.861 1811 1826.051 6.95 0 163.56 320.7534 45.48 0.593 0.179 NA -0.101 -15.051
2009 11 17 5 53 53 2 8 114 17.15369 -165.7761 1813.833 821.2988 304.6018 386.53 NA NA 386.9438 1821.79 NA 6.95 0 16527.71 320.9334 31.28 1.361 NA NA -0.414 NA
2009 11 17 6 27 45 2 8 115 19.13635 -162.8129 13143.87 178.6639 353.2481 386.1 385.7959 NA NA 1785.01 1785.072 6.91 0 53.88224 321.8634 24.25926 0.93 0.304 NA NA -0.062
2009 11 17 6 43 9 2 8 116 19.62388 -160.6169 10009.34 284.9884 338.0839 386.24 385.982 NA 386.1135 1819.47 1838.89 6.96 0 98.64372 321.6634 54.04 1.07 0.258 NA 0.126 -19.42
2009 11 17 7 2 7.5 2 8 116 19.65392 -158.1947 3903 640.0417 315.0062 386.2 386.4187 NA NA 1823.14 1831.146 7.02 0 5233.708 321.8934 41.04167 1.031 -0.219 NA NA -8.006
2009 11 19 20 42 38 2 9 117 23.14726 -156.9699 12936.22 178.7049 351.5154 385.55 385.2543 384.9114 386.1132 1807.19 1809.924 6.94 0 15.55596 322.6159 76.09524 0.347 0.296 0.639 -0.563 -2.734
2009 11 19 21 5 4.5 2 9 118 25.6119 -157.4408 6113.029 483.3659 320.0742 387.05 386.713 386.493 387.4506 1833.07 1836.195 7.12 0 323.3 323.2859 45.45 1.846 0.337 0.557 -0.401 -3.125
2009 11 19 21 10 29.5 2 9 118 26.08542 -157.4999 3513.081 671.5656 309.2181 386 385.6245 NA 386.8061 1827.98 1829.595 7.01 0 1569.263 322.5959 53.9 0.791 0.375 NA -0.806 -1.615
2009 11 19 21 17 37.5 2 9 118 26.62548 -157.5666 306.008 986.5504 292.4012 387.11 387.506 386.6685 387.6603 1856.95 1855.513 7.05 0 19903.25 322.0759 45.35 1.895 -0.396 0.442 -0.55 1.437
2009 11 19 21 42 18.5 2 9 120 28.77727 -157.8413 8907.664 329.8949 325.7135 387.72 387.504 387.3115 388.2666 1849.68 1848.886 7.17 0 112.695 322.9559 40.85 2.485 0.216 0.409 -0.547 0.794
2009 11 19 21 54 24 2 9 120 30.02246 -157.9911 3542.258 670.159 309.876 385.86 NA 385.4089 386.2878 1829.75 NA 7.04 0 1458.101 322.5559 45.26316 0.615 NA 0.451 -0.428 NA
2009 11 19 22 1 59 2 9 120 30.55668 -157.7891 307.9384 989.2415 289.5546 387.06 387.1628 NA 387.3702 1855.41 1857.292 7.07 0 14189.57 322.3159 41.36842 1.81 -0.103 NA -0.31 -1.882
2009 11 19 22 23 16.5 2 9 121 32.27412 -157.1179 8916.889 329.8716 327.7327 386.89 NA 386.6 386.5686 1838.87 NA 6.95 0 229.2776 322.9959 43.95 1.644 NA 0.29 0.321 NA
2009 11 19 22 32 44 2 9 122 33.15836 -156.7629 6023.97 488.2669 321.5112 387.73 387.8147 387.4963 388.1605 1845.2 1853.269 6.98 0 2377.059 322.8859 39.57895 2.485 -0.085 0.234 -0.43 -8.069
2009 11 19 22 41 48 2 9 122 33.84665 -156.4884 1705.879 836.235 296.6685 387.34 388.5389 387.3663 388.2554 1843.97 1860.413 7.05 0 7086.54 322.3659 45.63158 2.097 -1.199 -0.026 -0.915 -16.443
2009 11 19 22 46 47 2 9 123 34.21757 -156.4101 308.9322 989.5144 287.8857 387.46 387.6512 387.3505 387.9221 1856.36 1857.995 7.1 0 12866.44 322.5459 44.47368 2.218 -0.191 0.109 -0.462 -1.635
2009 11 19 23 6 25.5 2 9 124 35.8934 -155.6641 8882.164 329.8262 327.1016 386.43 NA 386.258 NA 1827.47 NA 6.96 0 388.1768 323.0659 45 1.193 NA 0.172 NA NA
2009 11 19 23 21 16 2 9 124 37.23135 -155.1429 3693.012 651.9832 307.8336 386.36 NA 386.0674 386.4976 1827.36 NA 7.03 0 6033.005 322.5959 37.78947 1.131 NA 0.293 -0.138 NA
2009 11 19 23 29 25 2 9 125 37.78517 -154.9214 313.9097 986.5255 284.3072 388.65 388.6483 NA 388.9493 1874.54 1877.673 7.1 0 10140.61 322.5259 42.10526 3.425 0.002 NA -0.299 -3.133
2009 11 19 23 49 40 2 9 125 39.35715 -154.2717 8801.449 329.8735 328.1399 387.1 387.1021 387.0556 386.949 1833.97 1839.603 7.08 0 482.8938 322.8159 42.26316 1.885 -0.002 0.044 0.151 -5.633
2009 11 20 0 5 19 2 9 126 40.6759 -153.7474 3509.924 661.4231 305.0887 385.92 385.9195 385.7453 385.8372 1828.4 1831.987 7.05 0 4486.843 322.7359 47 0.708 0.001 0.175 0.083 -3.587
2009 11 20 0 13 23 2 9 127 41.25854 -153.5269 316.7554 982.807 281.6387 388.29 388.42 388.2489 388.3595 1877.65 1879.308 7.11 0 8031.804 322.5459 37.68421 3.076 -0.13 0.041 -0.07 -1.658
2009 11 20 0 44 8 2 9 128 43.76194 -152.5289 5828.602 485.3974 318.7125 386.11 385.9411 386.0105 NA 1823.55 1827.878 7.04 0 2665.789 322.5059 40.36842 0.885 0.169 0.099 NA -4.328
2009 11 20 0 52 47 2 9 128 44.46489 -152.2316 1847.584 806.6271 286.4761 387.62 NA 387.2521 387.7388 1858.42 NA 7.03 0 122.1316 321.9859 49.47368 2.392 NA 0.368 -0.119 NA
2009 11 20 1 16 33 2 9 130 46.23932 -151.7674 8539.197 329.7526 324.963 386.62 386.6774 386.6284 386.7375 1833.44 1835.641 6.92 0 445.4211 322.6859 43.78947 1.39 -0.057 -0.008 -0.117 -2.201
2009 11 20 1 31 10 2 9 130 47.49735 -151.5234 3447.759 651.9014 298.5067 387.3 387.2112 387.0813 NA 1842.49 1849.347 7.12 0 360.1429 322.7859 49.11765 2.07 0.089 0.219 NA -6.857
2009 11 20 1 39 25 2 9 130 48.17069 -151.3887 315.9147 971.5335 276.0066 388.87 388.9518 388.7592 388.892 1878.12 1877.526 7.08 0 4205.128 322.9559 42.29412 3.64 -0.082 0.111 -0.022 0.594
2009 11 20 3 16 32.5 2 9 132 58.42915 -150.4546 8929.237 290.2352 321.6827 387.25 386.7994 386.9783 NA 1842.45 1847.884 6.99 0 113.302 322.8459 57.16667 2.038 0.451 0.272 NA -5.434
2009 11 20 3 32 55.5 2 9 132 60.0927 -150.3087 2844.2 688.8441 282.6388 387.06 386.8033 386.8111 387.5 1862.33 1867.622 7.05 0 191 322.2159 52 1.856 0.257 0.249 -0.44 -5.292
2009 11 21 19 31 57 2 10 134 63.59179 -148.7983 6444.266 409.3752 292.033 387.5 387.1682 387.3594 387.9246 1852.16 1847.041 7.08 0 153.0012 322.7508 52.47059 2.305 0.332 0.141 -0.425 5.119
2009 11 21 19 42 6.5 2 10 134 64.56407 -148.2045 1443.706 825.4389 272.217 388.91 388.5863 388.7794 389.4129 1873.47 1878.871 7.06 0 1594.169 322.8808 40.875 3.713 0.324 0.131 -0.503 -5.401
2009 11 21 20 14 29 2 10 135 67.31406 -150.5275 10215.66 227.9044 348.1713 385.99 385.5471 385.9612 385.6143 1765.41 1768.127 6.63 1 7.552941 313.5708 304.8235 0.792 0.443 0.029 0.376 -2.717
2009 11 21 20 21 52.5 2 10 136 68.15854 -151.6549 9958.38 236.161 345.0591 386.08 NA 385.9606 NA 1770.57 NA 6.68 1 7.118125 314.7608 284.9375 0.884 NA 0.119 NA NA
2009 11 21 20 41 53.5 2 10 136 70.29978 -154.9905 5840.95 438.8622 285.1471 387.2 387.1125 387.1906 387.5694 1846.96 1854.234 7.03 0 67.86673 321.9608 66.625 2.007 0.087 0.009 -0.369 -7.274
2009 11 21 21 6 12.5 2 10 136 72.31381 -156.8388 1795.901 787.6455 265.5728 390.19 NA 390.0863 NA 1879.79 NA 7.13 0 701.2894 322.8008 38.125 5.002 NA 0.104 NA NA
2009 11 21 21 13 15 2 10 137 72.78056 -156.8631 159.2839 984.7833 253.2504 387.54 387.1624 387.1512 NA 1882.2 1889.321 7.06 0 341.8889 322.8608 36 2.354 0.378 0.389 NA -7.121
2009 11 21 21 34 13 2 10 137 74.30803 -156.9506 7761.605 329.9441 297.7761 386.46 386.2494 386.4771 386.9238 1826.48 1825.1 6.94 0 35.22874 320.9208 95.88235 1.281 0.211 -0.017 -0.464 1.38
2009 11 21 21 43 5.5 2 10 138 75.04598 -156.9981 5527.493 467.8598 284.0238 388.5 388.2231 389.2275 388.4015 1869.26 1884.317 7.13 0 184.118 322.6608 44.375 3.324 0.277 -0.728 0.099 -15.057
2009 11 21 21 52 1.5 2 10 138 75.73167 -156.9998 1748.346 799.0423 269.4211 389.32 NA 388.9569 389.0993 1872.27 NA 7.16 0 1431.301 322.4808 43.4375 4.147 NA 0.363 0.221 NA
2009 11 21 21 58 33.5 2 10 139 76.14009 -156.9996 160.9883 989.68 251.4154 388.18 387.974 NA NA 1885.42 1890.572 7.07 0 779.6755 322.3808 35.6875 3.01 0.206 NA NA -5.152
2009 11 21 22 28 22.5 2 10 140 78.55538 -157.0011 5271.973 491.6474 286.5513 388.75 388.7138 NA 389.4904 1868.45 1878.297 7.11 0 226.1416 322.6808 47.5625 3.58 0.036 NA -0.74 -9.847
2009 11 21 22 36 46.5 2 10 140 79.19726 -156.9998 1682.7 810.624 271.0438 388.45 NA 388.2462 388.6094 1879.08 NA 7.1 0 1845.829 322.7608 38.6875 3.28 NA 0.204 -0.159 NA
2009 11 21 22 43 5.5 2 10 141 79.63859 -156.9989 160.5409 991.5356 258.0186 387.76 387.7887 387.72 388.2592 1874.68 1886.114 7.13 0 1942.287 322.7208 36.5 2.59 -0.029 0.04 -0.499 -11.434
2009 11 21 23 1 31 2 10 142 81.06245 -156.9977 7061.444 376.7074 291.0736 389.92 389.8307 389.9387 389.8959 1873.91 1872.915 7.14 0 103.9911 322.5708 41.2 4.75 0.089 -0.019 0.024 0.995
2009 11 21 23 8 13.5 2 10 142 81.64666 -156.9979 5135.386 502.4864 287.1514 392.86 392.276 392.6781 392.9322 1890.49 NA 7.09 0 426.7322 322.9608 37.3125 7.69 0.584 0.182 -0.072 NA
2009 11 21 23 19 8 2 10 142 82.492 -156.9998 1470.463 831.3729 271.66 390.55 389.9853 390.5107 390.4667 1888.56 1890.051 7.01 0 2149.885 322.3908 35.46667 5.38 0.565 0.039 0.083 -1.491
2009 11 21 23 30 55 2 10 143 82.97585 -157.0994 1616.419 813.8634 273.972 394.94 395.1488 392.61 395.3245 1920.8 1931.804 7.11 0 2076.904 322.7408 26.58824 9.77 -0.209 2.33 -0.384 -11.004
2009 11 21 23 40 2.5 2 10 143 82.18415 -155.9549 6678.828 398.1961 290.2232 391.26 391.2281 NA 391.6631 1884.57 1884.341 7.09 0 123.3125 322.5908 32.8125 6.09 0.032 NA -0.403 0.229
2009 11 21 23 49 32 2 10 143 81.13927 -154.8985 10805.26 209.5291 352.8493 385.36 385.2965 385.5994 385.7228 1795.73 1798.156 6.78 0 10.26434 319.9308 142.9412 0.19 0.064 -0.239 -0.363 -2.426
2009 11 22 0 8 41.5 2 10 0 78.65259 -153.2897 13093.02 146.8021 388.4214 385.57 385.2013 385.4275 385.6156 1724.49 1725.937 6.53 1 9.01588 305.6008 497.5833 0.394 0.369 0.142 -0.046 -1.447
2009 11 22 0 39 56 2 10 0 74.5913 -151.8955 13063.26 146.7395 397.1016 382.81 382.453 NA 382.7063 1557.59 1557.903 6.09 1 5.870435 269.0108 1204.304 -2.387 0.357 NA 0.104 -0.313
2009 11 22 1 56 30 2 10 0 64.61293 -150.6525 13224.63 146.8068 397.1964 386 385.7091 385.8339 386.0405 1734.46 1740.516 6.59 1 4.871651 307.9508 475.2174 0.828 0.291 0.166 -0.04 -6.056
