year month SPO_NOAA_insitu SPO_NOAA_flask SPO_SIO_O2_flask SPO_SIO_CDK_flask SPO_CSIRO_flask HBA_NOAA_flask SYO_NOAA_flask SYO_TU_insitu MAA_CSIRO_flask CYA_CSIRO_flask PSA_NOAA_flask PSA_SIO_O2_flask DRP_NOAA_flask MQA_CSIRO_insitu CRZ_NOAA_flask BHD_NIWA_insitu CGO_NOAA_flask CGO_SIO_O2_flask CGO_CSIRO_flask CGO_CSIRO_insitu AMS_LSCE_insitu CPT_SAWS_insitu LMG65_NOAA_underway LMG63_NOAA_underway LMG61_NOAA_underway LMG59_NOAA_underway LMG57_NOAA_underway LMG65_NCAR_underway LMG63_NCAR_underway LMG61_NCAR_underway LMG59_NCAR_underway LMG57_NCAR_underway
2014 10 395.9552 395.97 395.8864 396.0111 396.181 395.8925 395.935 396.0136 395.7947 396.074 395.98 395.8482 395.9933 395.9786 395.8817 395.9764 395.7783 395.4627 395.9651 395.8273 395.8951 395.8345 396.1667 396.1154 396.0889 396.1875 396.24 395.9254 395.8559 395.7315 395.7815 395.7935
2014 11 395.9001 396.0238 395.8515 395.9612 396.055 395.9013 396.025 395.9276 395.722 395.9795 395.9063 395.8017 395.625 395.8345 395.7988 395.9853 395.61 395.5225 395.6935 395.7563 395.8704 396.0696 396.1768 396.14 395.9659 395.819 395.6833 395.918 395.799 395.7078 395.7128 395.6265
2014 12 395.7913 395.8667 395.7219 396.031 396.103 395.5825 395.53 395.68 395.6607 395.763 395.5425 395.2234 395.535 395.4225 NA NA 395.5417 395.4078 395.6535 395.6188 396.8987 396.3362 395.8136 395.8227 395.9636 395.5 395.4143 395.5864 395.5113 395.6793 395.3504 395.4608
2015 1 395.7926 395.8658 395.795 396.1207 396.002 395.4688 395.75 395.7342 395.725 395.456 395.4042 395.0987 395.19 395.4527 395.295 396.51 395.375 395.2632 395.3375 395.6016 396.297 396.193 395.4694 395.4818 395.4 395.2 NA 395.2789 395.3204 395.3128 395.1911 NA
2015 2 395.7917 395.865 395.9213 395.8914 395.986 395.5183 395.62 395.5954 395.799 395.335 395.5325 395.5325 395.68 395.4711 395.57 396.8967 395.985 395.7319 395.7865 395.8212 396.4079 395.764 395.3827 395.5826 396.0444 396.0133 395.98 395.1395 395.2342 395.7248 395.802 395.622
2015 3 395.8432 395.7258 395.5358 395.7718 NA 395.6388 395.8125 395.7938 395.798 395.6135 395.8588 395.7867 396.0425 395.8057 395.77 NA 395.6737 395.6322 395.7374 395.8727 396.7638 396.1214 395.7683 396.147 395.9555 396.1 396.1357 395.6651 395.9001 395.683 395.9508 395.8884
2015 4 396.1575 396.0875 396.036 396.2404 396.296 396.0837 396.15 396.2167 396.1713 395.6655 396.1738 396.1739 396.1425 396.3133 396.3 NA 396.42 396.3301 396.4333 396.3957 396.9355 396.3432 396.3802 396.3869 396.4396 396.4222 396.2643 396.0809 396.0417 396.262 396.1795 395.69
2015 5 396.6362 396.4442 396.4548 396.8686 396.328 396.5125 396.6075 396.7245 396.6793 396.7272 396.7975 396.8636 396.5325 396.8338 396.3325 397.02 396.6317 396.5844 396.7067 396.6878 396.9243 396.9299 397.0049 397.2302 396.7333 396.9 397.1809 396.7676 396.8292 396.4338 396.5598 396.6037
2015 6 397.0309 396.9783 396.8985 397.3372 396.91 396.956 397.185 397.1776 396.921 397.083 397.0663 397.068 397.18 397.2427 397.14 397.1053 397.175 397.1827 397.2139 397.0706 397.1328 397.0866 397.1775 397.2889 397.5 397.625 397.45 396.9622 397.03 397.1312 397.1327 397.185
2015 7 397.4532 397.29 397.3422 398.0152 NA 397.4483 397.7125 397.5939 397.4783 397.1245 397.765 397.5765 NA 397.599 397.535 397.5153 397.5233 397.2973 397.6654 397.6305 397.5976 397.5762 NA NA NA NA NA NA NA NA NA NA
2015 8 398.0054 397.9183 397.8557 398.105 397.687 398.0562 398.025 398.1604 398.055 398.1015 398.185 398.3376 NA 398.3054 398.1583 398.172 398.0625 397.6164 398.0811 398.0866 398.3263 397.9516 NA NA NA NA NA NA NA NA NA NA
2015 9 398.3961 398.4658 398.449 398.5237 398.597 398.4013 398.5975 398.6018 398.5155 398.4757 398.6825 398.5935 NA 398.556 398.3937 398.2629 398.4162 398.1797 398.4215 398.3632 398.3712 398.2373 NA NA NA NA NA NA NA NA NA NA
2015 10 398.356 398.4975 398.5786 398.5038 398.463 398.5687 398.5725 398.6115 398.7357 398.77 398.617 398.6783 398.3183 398.7411 398.5487 NA 398.605 398.424 398.425 398.3926 398.4292 398.478 399.015 398.797 398.5357 398.4667 398.7143 398.7264 398.5092 398.3763 398.2411 398.33
2015 11 398.5408 398.64 398.6534 398.6633 398.649 398.5725 398.645 398.6591 398.6969 398.7075 398.6 398.6733 398.545 398.6664 398.4413 398.4261 398.3883 398.3243 398.4938 398.4637 398.5691 398.3941 398.8245 399.0577 398.59 398.6875 398.525 398.5179 398.3959 397.9548 398.3853 398.3805
2015 12 398.5384 398.6533 398.6135 398.6334 398.558 398.5637 398.565 398.5433 398.604 398.7278 398.635 398.3293 398.47 398.4632 398.27 398.3416 398.58 398.439 398.6265 398.4517 398.8706 398.841 398.7526 398.7091 398.7 398.4875 398.72 398.4628 398.4264 397.994 NaN 398.7215
2016 1 398.679 398.6019 398.5769 398.6833 NA 398.57 398.27 398.449 398.6767 398.3208 398.231 398.0352 397.94 398.237 398.0433 NA 398.5533 398.3742 398.5553 398.5233 399.5256 398.8144 398.2787 398.3556 398.15 398.25 398.45 397.895 398.0571 NA 397.7726 398.1508
2016 2 398.5409 398.775 398.5736 398.7331 NA 398.1462 398.255 398.2667 398.3283 398.219 398.21 397.7211 398.35 398.7091 398.1463 399.1538 398.6425 398.9475 398.8055 398.7881 399.2992 398.9749 398.0195 398.179 398.5611 398.5813 398.8857 397.6226 397.9588 398.2163 398.0001 NA
2016 3 399.0028 399.1442 399.1419 399.2516 399.03 398.7825 398.9125 398.8835 398.4025 398.929 398.5362 398.7531 399.1375 NaN 398.6 398.8115 398.7617 NA 398.7482 399.2092 399.5562 399.3213 398.5296 398.7109 398.7735 399.1375 399.3964 NA NA NA NA NA
2016 4 399.327 399.1667 398.9126 399.1619 NA 399.3863 399.4425 399.354 399.353 399.2688 399.1012 399.2516 399.295 399.6913 399.5 399.4831 399.4975 399.5956 399.626 399.4228 399.8861 399.7042 399.6405 399.3913 399.2353 399.425 399.4692 NA NA NA NA NA
2016 5 399.9535 399.885 399.9629 400.1789 399.687 399.98 399.885 400.0637 399.658 399.742 399.995 400.0344 399.8275 400.2573 399.815 400.6478 399.8783 399.9945 400.0235 400.0043 400.145 400.0182 400.3266 400.4619 400.0684 399.96 400.11 400.7932 400.8959 400.5798 400.4493 400.2204
2016 6 400.5186 400.3592 400.3385 400.9268 400.268 400.5883 400.4475 400.5572 400.3315 400.116 400.8225 400.5279 400.73 400.6829 400.5883 400.5035 400.53 400.4083 400.692 400.4259 400.9282 400.6824 400.7867 400.7048 400.97 400.6441 NaN 400.5427 400.7133 NA NA NA
2016 7 401.0858 400.8792 400.8769 401.0364 400.92 401.1433 401.135 401.109 401.169 400.8763 401.0075 400.9367 NA 401.2393 401.2713 400.9651 401.255 400.9068 401.2013 NaN 401.2209 401.0394 401.4518 401.115 400.96 NA NA NA NA NA NA NA
2016 8 401.4933 401.3942 401.3455 401.545 401.454 401.555 401.6175 401.554 401.391 401.5937 401.5267 401.54 401.355 401.3848 401.3575 401.2506 401.3983 401.201 401.3717 401.5234 401.5517 401.3377 401.875 401.5727 401.55 401.55 401.7 NA NA NA NA NA
2016 9 401.6599 401.6267 401.4901 401.8441 401.546 401.7233 401.5975 401.7235 401.6282 401.6105 402.33 401.8142 NA 401.4202 401.57 401.353 401.465 401.3455 401.4978 401.5869 401.5568 401.4831 NA NA NA NA NA NA NA NA NA NA
2016 10 401.7256 401.7783 401.8092 401.9338 401.821 401.8633 401.6875 401.7967 401.7225 NA 401.6867 401.7892 401.5483 401.6618 401.68 401.37 401.71 401.6397 401.722 401.6908 401.4712 401.4449 402.1182 402.2178 402.0333 401.7565 401.8056 401.7621 401.6415 401.624 401.2167 401.4437
2016 11 401.5035 401.5875 401.6546 401.6546 401.971 401.6625 401.5525 401.5535 401.334 401.5303 401.3917 401.2508 401.5317 401.4364 401.3263 401.2076 401.305 400.9766 401.3432 401.337 401.4085 401.3189 401.8611 401.8526 401.7091 401.7239 401.8037 401.2437 401.3013 401.1355 401.0553 401.2335
2016 12 401.3839 401.3875 401.3605 401.4552 NA 401.44 401.44 401.3687 401.3085 401.781 401.083 401.0763 400.82 NA 400.9613 401.0467 400.9817 400.9218 401.0308 401.1388 401.7213 401.4778 401.1727 401.2909 401.4393 401.25 401.3706 400.4908 400.6909 400.8698 400.6006 400.6888
2017 1 401.2491 401.3533 401.1611 401.1561 401.407 401.2625 401.2375 401.1575 401.312 401.143 400.6317 400.6708 NA NA 400.265 401.4787 400.94 400.7074 400.8707 401.0486 401.5629 401.2651 400.825 401.2579 401.44 401.35 NaN 400.3259 400.8408 400.8685 400.3442 400.4726
2017 2 401.1308 401.2133 401.1328 401.4752 401.093 NA 401.17 400.9551 400.893 400.5012 400.6775 400.8669 400.765 NA 400.505 401.02 401.075 400.8121 401.1453 400.9718 401.7314 401.3621 400.7179 400.7375 401 400.9893 401.05 400.3623 400.3822 400.5315 401.0675 400.6407
2017 3 401.0807 401.1917 401.1228 401.2359 NA NA 401.4025 401.0941 400.7968 400.699 400.753 400.7971 401.2975 NA 400.6983 400.9727 401.0275 401.1561 401.271 401.3305 401.5385 401.3871 400.8664 401.2633 401.175 401.3286 401.2667 400.4683 400.9191 400.7898 400.8275 400.7068
2017 4 401.2104 401.1608 401.0215 401.2458 NA NA 401.395 401.236 401.177 400.9935 401.2517 400.8869 401.29 NA 401.465 400.9933 401.3175 401.2757 401.3397 401.5216 401.8418 401.4601 401.5054 401.4103 401.4 401.4938 401.4818 401.12 401.0395 400.5315 400.9556 400.8255
2017 5 401.6609 401.68 401.5101 401.7045 401.471 NA 401.82 401.7302 401.6262 401.582 401.5 401.7294 401.875 NA 401.7167 401.7121 401.7517 401.6447 401.7718 401.8903 401.8224 401.9467 401.8641 401.9105 402.1 401.9857 401.825 401.7705 401.7813 401.8482 401.8581 401.989
2017 6 402.0518 402.0467 401.9704 402.0435 401.885 NA 402.065 402.1189 401.8668 401.8917 402.2263 402.1432 NA NA 402.2412 402.1509 402.035 401.869 402.0174 402.2107 401.915 402.1008 NA NA NA NA NA NA NA NA NA NA
2017 7 402.6256 402.4425 402.223 402.4922 402.089 NA 402.6733 402.6984 402.538 402.139 402.41 402.7747 402.835 NA 402.8487 402.6355 402.69 402.4922 402.5742 402.9034 402.8173 402.7489 403.2283 403.1443 402.95 403.0643 403 402.9277 402.8403 NA NA NA
2017 8 403.2118 403.1658 403.1054 403.1602 402.949 NA 403.3825 403.2733 403.2905 403.119 403.2362 403.3597 NA NA 403.6175 403.1379 403.2987 403.1104 403.224 403.337 403.3636 402.8526 403.4 403.7711 403.4833 404.825 404.9923 403.3526 403.2656 403.3771 403.2116 403.1898
2017 9 403.5453 403.5992 403.4245 403.5391 403.332 NA 403.7025 403.5981 403.4872 403.6063 403.66 403.5342 NA NA 403.6 403.3789 403.4263 403.353 403.555 403.6242 403.4123 403.1286 NA NA NA NA NA NA NA NA NA 403.8121
2017 10 403.7024 403.6783 403.579 403.6389 403.539 NA 403.915 403.7591 403.6835 403.675 403.7812 403.7236 NA NA 403.43 403.39 403.3963 403.589 403.6205 403.6552 403.2749 403.535 NA NA NA NA NA NA NA NA NA NA
2017 11 403.6678 403.7183 403.6339 NA 403.68 NA 403.7725 403.6713 403.6425 403.5485 403.7675 403.599 NA NA 403.365 403.4796 403.52 403.6738 403.701 403.7424 403.6081 403.3578 NA NA NA NA NA NA NA NA NA NA
2017 12 403.6577 403.6717 403.5641 403.7585 403.647 403.585 403.8125 403.5713 403.6615 403.4732 403.3583 403.476 NA NA 403.1367 403.3621 403.769 403.1852 403.497 403.6951 403.7361 403.4138 NA NA NA NA NA NA NA NA NA NA
2018 1 403.8061 403.7642 403.1536 403.8582 403.933 403.63 403.755 403.4795 403.9595 403.319 403.144 403.2899 403.305 NA 403.0117 403.2843 403.6583 403.7136 403.617 403.7325 403.7521 403.8863 403.2788 403.3125 403.3833 403.5286 403.5 NA NA NA NA NA
2018 2 403.7602 403.64 403.5591 403.7884 403.802 403.3987 403.56 403.5147 403.176 403.3568 403.3362 403.3746 403.2875 NA 403.26 403.4667 404.0088 403.8881 403.677 403.8025 404.114 403.8699 403.4033 403.4059 403.4333 403.4615 403.63 NA NA NA NA NA
2018 3 403.7886 403.711 403.6488 404.0776 403.944 NA 403.67 403.7514 403.4337 403.5553 403.6625 403.5342 403.725 NA 403.49 403.6434 403.815 403.7186 403.8112 403.9436 NaN 403.933 403.9 403.9 403.9 403.9 403.9667 NA NA NA NA NA
2018 4 404.1269 403.9658 403.9131 404.287 404.031 NA 404.155 404.1081 404.1463 404.1083 404.0138 403.9878 403.93 NA 403.99 403.8217 404.2762 403.8931 404.1234 404.1648 404.303 404.3296 404.1542 404.1133 403.9143 403.8375 404.625 NA NA NA NA NA
2018 5 404.4542 404.2808 404.1673 404.4565 404.096 NA 404.36 404.4228 404.267 404.2367 404.3883 404.287 404.3575 NA 404.2533 404.4737 404.2733 404.1374 NA 404.4964 404.5506 404.3998 404.325 404.3762 404.5 404.3667 404.3 NA NA NA NA NA
2018 6 404.7167 404.6683 404.5512 404.8753 404.582 NA 404.8175 404.7398 404.5093 404.6758 404.78 404.8852 404.975 NA 404.6983 404.4712 405.1775 NA 404.802 404.822 404.6873 404.7932 404.8216 404.8333 404.9111 404.8 405.0167 NA NA NA NA NA
2018 7 405.1911 404.9858 404.8304 NA 404.96 NA 405.245 405.16 404.7365 405.1547 405.2088 404.96 NA NA 405.2125 405.3333 405.3533 405.0198 405.2674 405.4237 405.1512 405.0265 NA NA NA NA NA NA NA NA NA NA
2018 8 405.6863 405.56 405.5134 405.8524 NA NA 405.65 405.7231 405.664 405.7575 405.755 405.7976 NA NA 405.5925 405.7517 405.64 405.6031 405.8417 405.734 405.5057 405.4559 NA NA NA NA NA NA NA NA NA NA
2018 9 406.0499 405.8392 405.8375 406.2313 405.799 NA 406.105 406.0163 405.8392 406.128 406 405.7361 NA NA 405.935 405.6615 405.9133 405.8624 406.1142 406.0221 405.815 405.8009 NA NA NA NA NA NA NA NA NA NA
2018 10 406.1676 406.1383 406.0967 406.3809 406.124 NA 406.2675 406.1746 406.033 406.245 406.1575 405.8574 406.0563 NA 405.9517 405.8059 406.175 405.8724 406.016 405.9894 405.828 405.59 406.445 406.3671 406.1919 406.1971 406.2439 NA NA NA NA NA
2018 11 406.1611 406.213 406.0568 406.2612 406.086 NA 406.165 406.0824 406.1103 406.239 406.107 405.7577 405.9225 NA 405.9367 405.8159 405.9767 405.5234 405.8551 405.804 406.6787 405.8274 406.2255 406.0909 406.0356 406.0386 406.1355 NA NA NA NA NA
2018 12 406.1531 406.2117 405.977 406.1416 406.338 406.1375 406.1075 405.8977 406.063 NA 405.6567 405.653 405.6425 NA 405.65 405.6628 405.6675 405.5134 405.7282 405.8489 406.5692 406.0686 406.1275 406.0248 405.9807 405.8581 406.0686 NA NA NA NA NA
2019 1 405.8242 405.965 405.8375 405.8823 406.07 405.7629 405.64 405.6905 406.049 405.9585 405.34 405.4935 405.61 NA NA 405.5111 405.6283 405.299 405.6395 405.8152 406.2034 NA 405.3936 405.61 405.785 405.646 405.6656 NA NA NA NA NA
2019 2 405.8083 406.0175 405.6729 406.2114 405.808 NA 405.5775 405.8293 406.278 405.477 405.115 405.5433 405.4375 NA 405.005 405.7399 405.65 405.2641 405.7315 405.6978 405.7625 NA 405.4039 405.3436 405.3636 405.5186 405.5967 NA NA NA NA NA
2019 3 405.8894 405.9458 405.7427 405.9322 406.007 NA 405.72 405.8494 406.2965 405.9143 405.425 405.4785 405.5875 NA 405.505 405.6087 405.6167 405.4735 405.6815 405.862 406.7415 NA 405.7526 405.5825 405.6393 405.744 405.683 NA NA NA NA NA
2019 4 406.1281 405.9783 405.6879 406.1017 NA NA 406.23 406.2155 406.3552 406.6387 406.0275 406.0119 405.8875 NA 406.2317 406.2663 406.1813 405.8823 406.1902 406.248 406.6359 NA 406.2692 406.1183 406.0192 406.0732 406.1115 NA NA NA NA NA
2019 5 406.642 406.575 406.4158 406.7997 406.399 NA 406.615 406.7342 406.908 406.7605 406.736 406.6966 406.775 NA 406.845 407.1067 406.6875 406.2114 406.6552 406.7967 406.7724 NA 406.7582 406.82 406.791 406.8296 406.9635 NA NA NA NA NA
2019 6 407.1523 407.09 406.8744 407.2184 406.684 NA 407.1125 407.3136 407.358 407.0877 407.2683 407.2085 NA NA 406.9825 407.6758 407.475 407.1137 407.3549 407.2423 407.2925 NA NA NA NA NA NA NA NA NA NA NA
2019 7 407.8425 407.6767 407.4627 407.8965 407.417 NA 407.8275 407.9083 408.1768 407.8355 407.98 408.0211 NA NA 407.8633 407.8119 407.8317 407.8865 407.6342 407.9564 407.8633 NA NA NA NA NA NA NA NA NA NA NA
2019 8 408.3913 408.2817 408.0909 408.4748 408.074 NA 408.46 408.5202 408.349 408.22 408.655 408.3601 NA NA 408.285 408.4337 NA 408.2305 NA 408.4771 408.3447 NA NA NA NA NA NA NA NA NA NA NA
2019 9 408.716 408.7033 408.5795 408.744 408.642 NA 408.7275 408.8141 408.9605 408.567 408.8925 408.7041 NA NA 408.605 408.6675 408.726 408.4847 408.7321 408.6994 408.633 NA NA NA NA NA NA NA NA NA NA NA
2019 10 408.8633 408.8583 408.7191 408.8537 408.656 NA 408.9075 408.9781 409.1275 408.868 408.9012 408.7573 408.8833 NA 408.6983 408.6216 408.6825 408.4847 408.6942 408.8186 408.7119 NA 409.1429 408.9531 408.7556 408.9706 408.88 NA NA NA NA NA
2019 11 408.907 408.88 408.7589 408.8636 408.839 NA 408.9725 408.985 409.1902 408.849 408.8388 409.0631 408.565 NA 408.61 408.5343 408.8037 408.6144 408.7523 408.7658 408.4903 NA 408.8706 408.6992 408.5575 408.6425 408.4564 NA NA NA NA NA
2019 12 408.8532 408.9975 408.8587 409.0132 408.941 408.71 408.89 408.8622 409.1458 408.7235 408.582 408.6792 408.425 NA 408.4417 407.8284 408.5017 408.4249 408.6873 408.5183 408.8434 NA 408.586 408.624 408.6035 408.4289 408.3967 NA NA NA NA NA
2020 1 NA NA 408.7141 408.8138 NA NA NA NA NA NA NA 408.0111 NA NA NA NA NA 408.0261 NA NA 408.949 NA 407.8349 408.3294 408.548 408.4033 407.7871 NA NA NA NA NA
2020 2 NA NA 408.3551 408.7241 NA NA NA NA NA NA NA 407.8433 NA NA NA NA NA 408.1906 NA NA 408.8221 NA 407.7203 408.0616 407.665 407.9243 407.894 NA NA NA NA NA
2020 3 NA NA 408.1308 408.5346 NA NA NA NA NA NA NA 408.4349 NA NA NA NA NA 408.385 NA NA 408.9811 NA 408.0609 408.1632 408.3257 408.3087 408.366 NA NA NA NA NA
2020 4 NA NA 408.2803 408.9135 NA NA NA NA NA NA NA 408.749 NA NA NA NA NA 408.5695 NA NA 409.1197 NA NA NA NA NA NA NA NA NA NA NA
2020 5 NA NA 408.8636 409.3323 NA NA NA NA NA NA NA 409.1329 NA NA NA NA NA 408.9484 NA NA 409.4552 NA NA NA NA NA NA NA NA NA NA NA
2020 6 NA NA 409.2475 409.6015 NA NA NA NA NA NA NA 409.6314 NA NA NA NA NA 409.2625 NA NA 409.6976 NA 409.5817 409.5259 409.6292 409.4933 410.52 NA NA NA NA NA
2020 7 NA NA 409.776 410.0302 NA NA NA NA NA NA NA 410.105 NA NA NA NA NA 409.9505 NA NA 410.2222 NA NA NA NA NA NA NA NA NA NA NA
2020 8 NA NA 410.2895 410.6385 NA NA NA NA NA NA NA 410.459 NA NA NA NA NA 410.5138 NA NA 410.5343 NA NA NA NA NA NA NA NA NA NA NA
2020 9 NA NA 410.7382 410.9376 NA NA NA NA NA NA NA 410.8778 NA NA NA NA NA 410.3792 NA NA 410.8369 NA NA NA NA NA NA NA NA NA NA NA
2020 10 NA NA 410.9077 410.9077 NA NA NA NA NA NA NA 411.157 NA NA NA NA NA 410.5487 NA NA 410.8897 NA NA NA NA NA NA NA NA NA NA NA
2020 11 NA NA 411.0573 411.2766 NA NA NA NA NA NA NA 411.0224 NA NA NA NA NA 410.5737 NA NA 411.0221 NA NA NA NA NA NA NA NA NA NA NA
2020 12 NA NA 411.0672 411.0373 NA NA NA NA NA NA NA NA NA NA NA NA NA 410.7033 NA NA 411.5397 NA 410.955 410.8048 411.4575 410.35 NA NA NA NA NA NA
